steering_angle,speed
0.1004,2.7778
0.1006,2.7778
0.1007,2.7778
0.101,2.7778
0.1017,2.7778
0.1029,2.7778
0.1047,2.7778
0.1067,2.7778
0.1085,2.7778
0.1096,2.7778
0.1102,2.7778
0.1105,2.7778
0.1102,2.7778
0.1096,2.7778
0.1089,2.7778
0.1086,2.7778
0.1084,2.7778
0.1081,2.7778
0.1075,2.7778
0.1069,2.7778
0.1063,2.7778
0.1054,2.7778
0.1043,2.7778
0.1032,2.7778
0.1023,2.7778
0.1019,2.7778
0.1018,2.7778
0.1021,2.7778
0.1021,2.7778
0.1018,2.7778
0.1012,2.7778
0.1005,2.7778
0.0995,2.7778
0.0984,2.7778
0.0974,2.7778
0.0966,2.7778
0.096,2.7778
0.0951,2.7778
0.0939,2.7778
0.0927,2.7778
0.0916,2.7778
0.0906,2.7778
0.0895,2.7778
0.0883,2.7778
0.0869,2.7778
0.0854,2.7778
0.0838,2.7778
0.082,2.7778
0.0801,2.7778
0.0782,2.7778
0.0763,2.7778
0.0745,2.7778
0.073,2.7778
0.0717,2.7778
0.0704,2.7778
0.0692,2.7778
0.0684,2.7778
0.068,2.7778
0.0675,2.7778
0.0668,2.7778
0.066,2.7778
0.0649,2.7778
0.0635,2.7778
0.0617,2.7778
0.0597,2.7778
0.0579,2.7778
0.0565,2.7778
0.0556,2.7778
0.0546,2.7778
0.0531,2.7778
0.0509,2.7778
0.0481,2.7778
0.0453,2.7778
0.0429,2.7778
0.041,2.7778
0.0393,2.7778
0.0377,2.7778
0.036,2.7778
0.034,2.7778
0.0317,2.7778
0.0289,2.7778
0.0261,2.7778
0.0238,2.7778
0.0219,2.7778
